instance_id,repo,coupling_label,complexity_label,modularity_label,coupling_criteria,complexity_criteria,modularity_criteria,fragment_count,parseable_fragment_pairs
django__django-13606,django/django,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,11,7
django__django-13607,django/django,0,0,0,,,,6,3
django__django-13616,django/django,0,0,0,,,,1,1
django__django-13617,django/django,0,0,0,,,,2,1
django__django-13620,django/django,0,0,1,,,reduced_apparent_responsibilities,2,2
django__django-13658,django/django,0,0,0,,,,1,1
django__django-13660,django/django,0,0,0,,,,1,1
django__django-13665,django/django,0,0,0,,,,1,1
django__django-13667,django/django,0,0,0,,,,5,4
django__django-13670,django/django,0,0,0,,,,1,1
django__django-13671,django/django,0,0,0,,,,5,4
django__django-13682,django/django,0,0,0,,,,4,2
django__django-13689,django/django,0,0,0,,,,1,1
django__django-13693,django/django,0,0,0,,,,1,1
django__django-13708,django/django,0,0,0,,,,2,1
django__django-13714,django/django,0,0,0,,,,1,1
django__django-13722,django/django,0,0,1,,,increased_function_decomposition,2,1
django__django-13744,django/django,0,0,0,,,,3,3
django__django-13768,django/django,0,0,0,,,,3,2
django__django-13773,django/django,0,0,0,,,,1,1
django__django-13774,django/django,0,0,1,,,increased_function_decomposition,4,4
django__django-13786,django/django,0,0,0,,,,1,1
django__django-13791,django/django,0,0,0,,,,1,1
django__django-13794,django/django,0,0,0,,,,1,1
django__django-13797,django/django,0,0,0,,,,3,2
django__django-13800,django/django,0,0,0,,,,4,2
django__django-13807,django/django,0,0,0,,,,1,1
django__django-13808,django/django,0,0,0,,,,4,3
django__django-13809,django/django,0,0,1,,,moved_logic_behind_function_boundary,2,1
django__django-13814,django/django,0,0,0,,,,1,1
django__django-13820,django/django,0,0,0,,,,1,1
django__django-13821,django/django,0,0,0,,,,1,1
django__django-13822,django/django,0,0,0,,,,1,1
django__django-13824,django/django,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,moved_logic_behind_function_boundary,2,2
django__django-13837,django/django,0,0,0,,,,1,1
django__django-13841,django/django,0,0,0,,,,9,5
django__django-13884,django/django,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,4,3
django__django-13886,django/django,0,0,0,,,,3,3
django__django-13915,django/django,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,15,10
django__django-13924,django/django,0,0,0,,,,1,1
django__django-13952,django/django,0,0,0,,,,5,4
django__django-13964,django/django,0,0,0,,,,1,1
django__django-13992,django/django,0,0,0,,,,1,1
django__django-13995,django/django,0,0,0,,,,3,1
django__django-14011,django/django,0,0,0,,,,3,2
django__django-14014,django/django,0,1,0,,reduced_cyclomatic_complexity,,1,1
django__django-14016,django/django,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,2,2
django__django-14017,django/django,0,0,0,,,,1,1
django__django-14019,django/django,0,0,0,,,,4,2
django__django-14026,django/django,0,1,1,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|reduced_apparent_responsibilities,9,5
django__django-14030,django/django,0,0,0,,,,7,4
django__django-14031,django/django,0,0,0,,,,2,1
django__django-14034,django/django,0,0,0,,,,2,2
django__django-14043,django/django,0,0,0,,,,2,1
django__django-14056,django/django,0,0,0,,,,4,2
django__django-14059,django/django,0,0,0,,,,1,1
django__django-14071,django/django,0,0,0,,,,2,1
django__django-14077,django/django,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,6,4
django__django-14089,django/django,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,1,1
django__django-14109,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,2,2
django__django-14122,django/django,0,0,0,,,,1,1
django__django-14124,django/django,0,0,0,,,,5,3
django__django-14140,django/django,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,1,1
django__django-14149,django/django,0,0,0,,,,1,1
django__django-14155,django/django,0,0,0,,,,1,1
django__django-14164,django/django,0,0,0,,,,2,1
django__django-14169,django/django,0,0,0,,,,1,1
django__django-14170,django/django,0,0,0,,,,2,1
django__django-14199,django/django,0,0,0,,,,1,1
django__django-14266,django/django,0,0,0,,,,2,1
django__django-14267,django/django,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,1,1
django__django-14271,django/django,0,0,0,,,,1,1
django__django-14309,django/django,1,1,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,11,9
django__django-14311,django/django,0,0,0,,,,1,1
django__django-14313,django/django,0,0,0,,,,11,3
django__django-14315,django/django,0,1,0,,reduced_control_flow_constructs|reduced_nesting_depth,,2,2
django__django-14324,django/django,0,0,0,,,,5,3
django__django-14336,django/django,0,0,0,,,,1,1
django__django-14341,django/django,0,0,0,,,,1,1
django__django-14349,django/django,0,0,0,,,,2,1
django__django-14351,django/django,0,0,1,,,increased_function_decomposition,1,1
django__django-14372,django/django,0,0,0,,,,2,1
django__django-14373,django/django,0,0,0,,,,1,1
django__django-14374,django/django,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,22,19
django__django-14376,django/django,0,0,0,,,,3,2
django__django-14382,django/django,0,0,0,,,,1,1
django__django-14385,django/django,0,0,0,,,,3,2
django__django-14387,django/django,0,0,0,,,,1,1
django__django-14395,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,increased_function_decomposition,2,2
django__django-14396,django/django,0,0,0,,,,3,2
django__django-14399,django/django,0,0,0,,,,2,2
django__django-14407,django/django,0,0,0,,,,2,2
django__django-14411,django/django,0,0,1,,,increased_function_decomposition,1,1
django__django-14416,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,1,1
django__django-14430,django/django,0,1,1,,reduced_conditional_branches|reduced_cyclomatic_complexity,reduced_apparent_responsibilities,13,7
django__django-14434,django/django,0,0,0,,,,2,1
django__django-14441,django/django,0,0,0,,,,1,1
django__django-14447,django/django,1,0,1,reduced_external_calls|reduced_fan_out,,reduced_apparent_responsibilities,3,2
django__django-14451,django/django,0,0,0,,,,2,2
django__django-14453,django/django,0,0,0,,,,1,1
django__django-14463,django/django,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,52,36
django__django-14471,django/django,1,1,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,,3,3
django__django-14480,django/django,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,13,7
django__django-14493,django/django,0,0,0,,,,1,1
django__django-14495,django/django,0,0,1,,,increased_function_decomposition|introduced_helper_function,1,1
django__django-14500,django/django,0,0,0,,,,1,1
django__django-14508,django/django,0,0,0,,,,1,1
django__django-14513,django/django,0,0,0,,,,3,1
django__django-14518,django/django,0,0,1,,,moved_logic_behind_function_boundary,4,3
django__django-14539,django/django,0,0,0,,,,1,1
django__django-14559,django/django,0,0,0,,,,2,1
django__django-14584,django/django,0,0,0,,,,1,1
django__django-14599,django/django,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_nesting_depth,,1,1
django__django-14631,django/django,0,0,1,,,increased_function_decomposition|introduced_helper_function,7,4
django__django-14641,django/django,1,1,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,4,4
django__django-14664,django/django,0,0,0,,,,2,1
django__django-14672,django/django,0,0,0,,,,1,1
django__django-14681,django/django,0,0,0,,,,2,2
django__django-14717,django/django,0,0,0,,,,5,1
django__django-14722,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,increased_function_decomposition|introduced_helper_function|reduced_apparent_responsibilities,3,3
django__django-14725,django/django,0,0,0,,,,5,3
django__django-14727,django/django,0,0,0,,,,3,3
django__django-14733,django/django,0,0,1,,,increased_function_decomposition,4,3
django__django-14751,django/django,0,0,0,,,,6,4
django__django-14752,django/django,0,0,1,,,increased_function_decomposition,2,2
django__django-14762,django/django,0,0,0,,,,2,1
django__django-14765,django/django,0,1,0,,reduced_conditional_branches|reduced_cyclomatic_complexity,,1,1
django__django-14771,django/django,0,0,0,,,,1,1
django__django-14785,django/django,0,0,0,,,,2,2
django__django-14787,django/django,0,0,0,,,,1,1
django__django-14792,django/django,0,0,0,,,,1,1
django__django-14802,django/django,1,1,1,reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,moved_logic_behind_function_boundary,20,12
django__django-14805,django/django,0,0,1,,,increased_function_decomposition|introduced_helper_function,2,2
django__django-14812,django/django,0,0,0,,,,2,1
django__django-14832,django/django,0,0,0,,,,3,1
django__django-14855,django/django,0,0,0,,,,1,1
django__django-14861,django/django,0,0,0,,,,1,1
django__django-14871,django/django,0,1,0,,reduced_conditional_branches|reduced_cyclomatic_complexity,,3,3
django__django-14880,django/django,0,0,0,,,,2,2
django__django-14890,django/django,0,0,0,,,,3,2
django__django-14894,django/django,0,0,0,,,,12,10
django__django-14915,django/django,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,1,1
django__django-14919,django/django,0,0,0,,,,4,3
django__django-14935,django/django,0,0,0,,,,4,1
django__django-14960,django/django,0,0,0,,,,1,1
django__django-14969,django/django,0,0,0,,,,3,1
django__django-14983,django/django,0,0,0,,,,1,1
django__django-15018,django/django,0,0,0,,,,1,1
django__django-15022,django/django,0,0,0,,,,2,1
django__django-15031,django/django,0,0,0,,,,3,3
django__django-15037,django/django,0,0,0,,,,1,1
django__django-15038,django/django,0,0,0,,,,2,2
django__django-15044,django/django,0,0,1,,,increased_function_decomposition,3,2
django__django-15052,django/django,0,0,0,,,,2,1
django__django-15087,django/django,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,reduced_apparent_responsibilities,6,4
django__django-15103,django/django,0,0,0,,,,3,1
django__django-15104,django/django,0,0,0,,,,1,1
django__django-15108,django/django,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,reduced_apparent_responsibilities,7,5
django__django-15111,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,4,3
django__django-15127,django/django,0,0,1,,,increased_function_decomposition,1,1
django__django-15128,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,moved_logic_behind_function_boundary,6,5
django__django-15135,django/django,0,0,0,,,,2,1
django__django-15136,django/django,0,0,0,,,,2,1
django__django-15139,django/django,0,0,0,,,,8,5
django__django-15161,django/django,0,0,0,,,,6,4
django__django-15166,django/django,0,0,0,,,,5,3
django__django-15180,django/django,0,0,0,,,,1,1
django__django-15199,django/django,0,0,0,,,,3,3
django__django-15202,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,3,1
django__django-15204,django/django,0,0,0,,,,1,1
django__django-15206,django/django,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,3,3
django__django-15213,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,increased_function_decomposition|introduced_helper_function,1,1
django__django-15240,django/django,0,0,0,,,,3,2
django__django-15248,django/django,0,0,0,,,,7,6
django__django-15252,django/django,0,0,0,,,,1,1
django__django-15268,django/django,0,1,0,,reduced_cyclomatic_complexity,,2,1
django__django-15272,django/django,0,0,1,,,increased_function_decomposition,1,1
django__django-15277,django/django,0,0,0,,,,1,1
django__django-15278,django/django,0,0,0,,,,1,1
django__django-15280,django/django,0,0,0,,,,1,1
django__django-15292,django/django,0,1,0,,reduced_nesting_depth,,1,1
django__django-15297,django/django,0,0,0,,,,1,1
django__django-15315,django/django,0,0,0,,,,1,1
django__django-15316,django/django,0,0,1,,,increased_function_decomposition,4,3
django__django-15318,django/django,0,0,0,,,,9,7
django__django-15320,django/django,0,0,0,,,,1,1
django__django-15324,django/django,0,0,0,,,,1,1
django__django-15334,django/django,0,0,0,,,,3,3
django__django-15347,django/django,0,0,0,,,,1,1
django__django-15352,django/django,1,0,0,reduced_external_calls|reduced_fan_out,,,5,3
django__django-15368,django/django,1,0,0,reduced_imported_modules,,,2,2
django__django-15380,django/django,0,0,0,,,,1,1
django__django-15382,django/django,0,0,0,,,,1,1
django__django-15388,django/django,0,0,0,,,,1,1
django__django-15401,django/django,0,0,0,,,,3,1
django__django-15413,django/django,0,0,0,,,,1,1
django__django-15414,django/django,0,0,0,,,,2,2
django__django-15421,django/django,0,0,1,,,increased_function_decomposition,5,3
django__django-15423,django/django,0,0,0,,,,3,2
django__django-15433,django/django,0,0,0,,,,1,1
django__django-15438,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,2,1
django__django-15442,django/django,0,0,0,,,,2,1
django__django-15467,django/django,0,0,0,,,,1,1
django__django-15483,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,reduced_apparent_responsibilities,2,2
django__django-15491,django/django,0,0,0,,,,9,6
django__django-15492,django/django,0,0,0,,,,4,3
django__django-15498,django/django,0,0,0,,,,1,1
django__django-15503,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,6,4
django__django-15521,django/django,0,0,0,,,,2,1
django__django-15525,django/django,0,0,0,,,,1,1
django__django-15554,django/django,0,0,0,,,,9,4
django__django-15560,django/django,0,0,0,,,,2,1
django__django-15561,django/django,0,0,0,,,,2,1
django__django-15563,django/django,0,0,0,,,,3,2
django__django-15572,django/django,0,0,0,,,,2,1
django__django-15576,django/django,0,0,0,,,,1,1
django__django-15613,django/django,0,0,0,,,,2,1
django__django-15620,django/django,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,,4,2
django__django-15629,django/django,0,0,0,,,,6,2
django__django-15630,django/django,0,0,0,,,,2,1
django__django-15648,django/django,0,0,0,,,,2,1
django__django-15651,django/django,0,0,0,,,,9,6
django__django-15666,django/django,0,0,1,,,increased_function_decomposition,2,2
django__django-15669,django/django,1,1,1,reduced_dependency_references|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,increased_function_decomposition,7,4
django__django-15671,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,4,3
django__django-15678,django/django,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,3,2
django__django-15682,django/django,0,0,0,,,,4,3
django__django-15695,django/django,0,0,0,,,,1,1
django__django-15703,django/django,0,0,0,,,,4,3
django__django-15731,django/django,0,0,0,,,,2,2
django__django-15732,django/django,0,0,0,,,,4,2
django__django-15741,django/django,0,0,0,,,,1,1
django__django-15742,django/django,0,0,0,,,,2,2
django__django-15752,django/django,0,0,0,,,,3,1
django__django-15766,django/django,0,0,0,,,,6,3
django__django-15774,django/django,0,0,0,,,,3,2
django__django-15789,django/django,0,0,0,,,,2,1
django__django-15790,django/django,0,0,0,,,,2,1
django__django-15799,django/django,0,0,0,,,,1,1
django__django-15814,django/django,0,0,0,,,,1,1
django__django-15819,django/django,0,0,0,,,,2,2
django__django-15828,django/django,0,0,0,,,,5,3
django__django-15869,django/django,0,0,0,,,,3,2
django__django-15902,django/django,0,0,0,,,,1,1
django__django-15916,django/django,0,0,0,,,,3,1
django__django-15925,django/django,0,0,0,,,,1,1
django__django-15930,django/django,0,0,0,,,,1,1
django__django-15957,django/django,0,0,1,,,moved_logic_behind_function_boundary,4,3
django__django-15969,django/django,1,1,1,reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary|reduced_apparent_responsibilities,9,7
django__django-15973,django/django,0,0,0,,,,1,1
django__django-15987,django/django,0,0,0,,,,1,1
django__django-15995,django/django,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,,2,2
django__django-15996,django/django,0,0,0,,,,2,1
django__django-16002,django/django,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,2,1
django__django-16027,django/django,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_nesting_depth,moved_logic_behind_function_boundary,5,3
django__django-16032,django/django,0,0,0,,,,5,2
django__django-16041,django/django,0,0,0,,,,1,1
django__django-16046,django/django,0,0,0,,,,1,1
django__django-16053,django/django,0,0,0,,,,1,1
django__django-16067,django/django,0,0,0,,,,1,1
django__django-16070,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,2,2
django__django-16072,django/django,0,0,0,,,,5,2
django__django-16076,django/django,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,reduced_apparent_responsibilities,2,1
django__django-16082,django/django,0,0,0,,,,1,1
django__django-16092,django/django,0,0,1,,,increased_function_decomposition|introduced_helper_function|reduced_apparent_responsibilities,52,27
django__django-16100,django/django,0,0,0,,,,1,1
django__django-16111,django/django,0,0,1,,,increased_function_decomposition,2,1
django__django-16116,django/django,1,1,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,,2,2
django__django-16117,django/django,0,0,0,,,,2,2
django__django-16120,django/django,0,0,1,,,moved_logic_behind_function_boundary,1,1
django__django-16136,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,1,1
django__django-16142,django/django,0,0,0,,,,4,1
django__django-16143,django/django,0,0,0,,,,3,3
django__django-16145,django/django,0,0,0,,,,2,1
django__django-16208,django/django,0,0,0,,,,6,2
django__django-16229,django/django,0,0,0,,,,1,1
django__django-16254,django/django,0,0,0,,,,1,1
django__django-16256,django/django,0,0,1,,,increased_function_decomposition,11,7
django__django-16263,django/django,0,0,1,,,increased_function_decomposition,14,9
django__django-16281,django/django,0,0,0,,,,5,4
django__django-16302,django/django,0,0,1,,,increased_function_decomposition|introduced_helper_function,8,4
django__django-16311,django/django,0,0,0,,,,5,2
django__django-16315,django/django,0,0,0,,,,4,4
django__django-16317,django/django,0,0,1,,,moved_logic_behind_function_boundary,3,2
django__django-16322,django/django,1,1,0,reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,,9,4
django__django-16333,django/django,0,0,0,,,,1,1
django__django-16343,django/django,0,0,0,,,,5,4
django__django-16366,django/django,0,0,1,,,moved_logic_behind_function_boundary,3,2
django__django-16369,django/django,0,0,1,,,increased_function_decomposition,4,3
django__django-16398,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,2,1
django__django-16408,django/django,0,0,1,,,increased_function_decomposition,2,1
django__django-16411,django/django,0,0,0,,,,4,2
django__django-16429,django/django,0,0,0,,,,1,1
django__django-16454,django/django,0,0,0,,,,2,1
django__django-16485,django/django,0,0,0,,,,1,1
django__django-16491,django/django,0,0,0,,,,1,1
django__django-16501,django/django,0,0,0,,,,2,1
django__django-16502,django/django,0,0,1,,,increased_function_decomposition,3,2
django__django-16511,django/django,0,0,0,,,,2,1
django__django-16514,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary|reduced_apparent_responsibilities,4,2
django__django-16517,django/django,0,0,0,,,,2,1
django__django-16560,django/django,0,0,0,,,,18,9
django__django-16569,django/django,0,0,0,,,,1,1
django__django-16578,django/django,0,0,0,,,,5,3
django__django-16588,django/django,0,0,0,,,,2,2
django__django-16595,django/django,0,0,0,,,,1,1
django__django-16597,django/django,0,0,0,,,,2,2
django__django-16599,django/django,0,0,0,,,,3,1
django__django-16600,django/django,0,0,0,,,,1,1
django__django-16603,django/django,0,0,0,,,,2,1
django__django-16614,django/django,0,0,0,,,,4,3
django__django-16629,django/django,0,0,0,,,,4,2
django__django-16631,django/django,0,0,1,,,increased_function_decomposition|introduced_helper_function,3,3
django__django-16635,django/django,0,0,0,,,,5,2
django__django-16642,django/django,0,0,0,,,,1,1
django__django-16657,django/django,0,0,0,,,,2,1
django__django-16667,django/django,0,0,0,,,,1,1
django__django-16670,django/django,0,0,1,,,increased_function_decomposition,1,1
django__django-16686,django/django,0,0,0,,,,2,1
django__django-16707,django/django,1,1,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,2,1
django__django-16735,django/django,0,0,0,,,,3,3
django__django-16749,django/django,1,1,0,reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,4,3
django__django-16757,django/django,0,0,0,,,,1,1
django__django-16759,django/django,0,0,0,,,,6,4
django__django-16786,django/django,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|reduced_apparent_responsibilities,19,8
django__django-16801,django/django,0,1,1,,reduced_cyclomatic_complexity,moved_logic_behind_function_boundary,2,1
django__django-16810,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,7,4
django__django-16816,django/django,0,0,0,,,,1,1
django__django-16819,django/django,0,0,0,,,,1,1
django__django-16824,django/django,0,0,0,,,,1,1
django__django-16830,django/django,0,0,0,,,,4,3
django__django-16858,django/django,0,0,1,,,increased_function_decomposition,1,1
django__django-16873,django/django,0,0,0,,,,1,1
django__django-16879,django/django,0,0,0,,,,5,3
django__django-16883,django/django,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,4,3
django__django-16901,django/django,0,0,0,,,,2,2
django__django-16902,django/django,0,0,0,,,,1,1
django__django-16910,django/django,0,0,0,,,,1,1
django__django-16938,django/django,0,0,0,,,,2,2
django__django-16948,django/django,0,0,0,,,,2,2
django__django-16950,django/django,0,0,0,,,,1,1
django__django-16952,django/django,0,1,1,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,5,3
django__django-16983,django/django,0,0,0,,,,1,1
django__django-17029,django/django,0,0,0,,,,1,1
django__django-17045,django/django,0,0,1,,,increased_function_decomposition|introduced_helper_function,2,1
django__django-17046,django/django,1,1,0,reduced_imported_modules,reduced_cyclomatic_complexity,,4,3
django__django-17051,django/django,0,0,0,,,,1,1
django__django-17058,django/django,0,0,1,,,increased_function_decomposition,21,9
django__django-17065,django/django,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_nesting_depth,,1,1
django__django-17066,django/django,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,4,4
django__django-17084,django/django,0,0,0,,,,3,1
django__django-17087,django/django,0,0,0,,,,1,1
django__django-5158,django/django,0,0,0,,,,1,1
django__django-5470,django/django,0,0,0,,,,3,3
django__django-7188,django/django,0,0,1,,,increased_function_decomposition,1,1
django__django-7530,django/django,0,0,0,,,,1,1
django__django-8119,django/django,0,0,1,,,increased_function_decomposition,9,7
django__django-8326,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,increased_function_decomposition,4,2
django__django-8630,django/django,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,increased_function_decomposition|reduced_apparent_responsibilities,3,3
django__django-9003,django/django,0,0,0,,,,1,1
django__django-9703,django/django,0,0,0,,,,2,2
matplotlib__matplotlib-13859,matplotlib/matplotlib,0,0,1,,,reduced_apparent_responsibilities,2,1
matplotlib__matplotlib-13908,matplotlib/matplotlib,0,0,0,,,,6,4
matplotlib__matplotlib-13959,matplotlib/matplotlib,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,moved_logic_behind_function_boundary,12,3
matplotlib__matplotlib-13980,matplotlib/matplotlib,1,0,1,reduced_external_calls,,increased_function_decomposition,2,1
matplotlib__matplotlib-13983,matplotlib/matplotlib,0,0,0,,,,2,2
matplotlib__matplotlib-13984,matplotlib/matplotlib,0,0,0,,,,5,3
matplotlib__matplotlib-13989,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-14043,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-14471,matplotlib/matplotlib,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,5,5
matplotlib__matplotlib-18869,matplotlib/matplotlib,0,0,1,,,increased_function_decomposition|introduced_helper_function,1,1
matplotlib__matplotlib-19553,matplotlib/matplotlib,0,0,0,,,,15,11
matplotlib__matplotlib-19743,matplotlib/matplotlib,0,0,0,,,,8,2
matplotlib__matplotlib-19763,matplotlib/matplotlib,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,6,3
matplotlib__matplotlib-20374,matplotlib/matplotlib,0,0,0,,,,6,3
matplotlib__matplotlib-20488,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-20584,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-20676,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-20679,matplotlib/matplotlib,0,1,1,,reduced_cyclomatic_complexity,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,31,19
matplotlib__matplotlib-20693,matplotlib/matplotlib,1,1,1,reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,34,16
matplotlib__matplotlib-20788,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-20805,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-20826,matplotlib/matplotlib,1,0,0,reduced_external_calls|reduced_fan_out,,,1,1
matplotlib__matplotlib-20859,matplotlib/matplotlib,0,0,0,,,,2,2
matplotlib__matplotlib-21238,matplotlib/matplotlib,0,0,0,,,,16,8
matplotlib__matplotlib-21443,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-21481,matplotlib/matplotlib,0,0,0,,,,1,1
